record_id,title,abstract,year,seed_theme,record_type,text_for_embedding
breast-cancer-03-0337,Immunotherapy programs in triple-negative disease: study 337,"This study examines triple-negative disease through stromal exclusion, checkpoint biomarker, and combination immunotherapy. It also discusses links to molecular relapse and ctDNA monitoring, alongside mechanism of resistance and early-phase trial.",2022,TNBC immunotherapy,core,"Immunotherapy programs in triple-negative disease: study 337 [SEP] This study examines triple-negative disease through stromal exclusion, checkpoint biomarker, and combination immunotherapy. It also discusses links to molecular relapse and ctDNA monitoring, alongside mechanism of resistance and early-phase trial."
breast-cancer-03-0386,Immunotherapy programs in PD-L1 stratification: study 386,"This study examines PD-L1 stratification through checkpoint biomarker, combination immunotherapy, and stromal exclusion. It also discusses links to HER2 biology and combination treatment, alongside mechanism of resistance and patient stratification.",2023,TNBC immunotherapy,core,"Immunotherapy programs in PD-L1 stratification: study 386 [SEP] This study examines PD-L1 stratification through checkpoint biomarker, combination immunotherapy, and stromal exclusion. It also discusses links to HER2 biology and combination treatment, alongside mechanism of resistance and patient stratification."
breast-cancer-01-0112,HER2-focused development in HER2 antibody combinations: study 112,"This study examines HER2 antibody combinations through amplification signal, combination treatment, and resistance adaptation. It also discusses links to targeted escape and hormone signaling, alongside validation cohort and patient stratification.",2023,HER2 biology,core,"HER2-focused development in HER2 antibody combinations: study 112 [SEP] This study examines HER2 antibody combinations through amplification signal, combination treatment, and resistance adaptation. It also discusses links to targeted escape and hormone signaling, alongside validation cohort and patient stratification."
breast-cancer-04-0079,Residual disease monitoring in neoadjuvant response: study 79,"This study examines neoadjuvant response through molecular relapse, liquid biopsy, and minimal residual disease. It also discusses links to antibody development and resistance adaptation, alongside molecular profiling and patient stratification.",2023,Monitoring and MRD,core,"Residual disease monitoring in neoadjuvant response: study 79 [SEP] This study examines neoadjuvant response through molecular relapse, liquid biopsy, and minimal residual disease. It also discusses links to antibody development and resistance adaptation, alongside molecular profiling and patient stratification."
breast-cancer-01-0411,HER2-focused development in brain metastases: study 411,"This study examines brain metastases through HER2 biology, brain metastasis, and combination treatment. It also discusses links to minimal residual disease and response tracking, alongside real-world evidence and early-phase trial.",2022,HER2 biology,core,"HER2-focused development in brain metastases: study 411 [SEP] This study examines brain metastases through HER2 biology, brain metastasis, and combination treatment. It also discusses links to minimal residual disease and response tracking, alongside real-world evidence and early-phase trial."
breast-cancer-01-0219,HER2-focused development in brain metastases: study 219,"This study examines brain metastases through combination treatment, amplification signal, and antibody development. It also discusses links to molecular relapse and response tracking, alongside mechanism of resistance and dose optimization.",2022,HER2 biology,core,"HER2-focused development in brain metastases: study 219 [SEP] This study examines brain metastases through combination treatment, amplification signal, and antibody development. It also discusses links to molecular relapse and response tracking, alongside mechanism of resistance and dose optimization."
breast-cancer-x-0115,Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 115,"This paper links TNBC immune context and stromal exclusion to molecular relapse and ctDNA monitoring. The framing emphasizes dose optimization, early-phase trial, and portfolio review across mixed translational contexts.",2020,TNBC immunotherapy + Monitoring and MRD,crossover,"Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 115 [SEP] This paper links TNBC immune context and stromal exclusion to molecular relapse and ctDNA monitoring. The framing emphasizes dose optimization, early-phase trial, and portfolio review across mixed translational contexts."
breast-cancer-03-0308,Immunotherapy programs in combination checkpoint blockade: study 308,"This study examines combination checkpoint blockade through checkpoint biomarker, stromal exclusion, and microenvironment state. It also discusses links to resistance adaptation and combination treatment, alongside patient stratification and clinical development.",2023,TNBC immunotherapy,core,"Immunotherapy programs in combination checkpoint blockade: study 308 [SEP] This study examines combination checkpoint blockade through checkpoint biomarker, stromal exclusion, and microenvironment state. It also discusses links to resistance adaptation and combination treatment, alongside patient stratification and clinical development."
breast-cancer-03-0081,Immunotherapy programs in triple-negative disease: study 81,"This study examines triple-negative disease through stromal exclusion, checkpoint biomarker, and combination immunotherapy. It also discusses links to CDK4/6 adaptation and ESR1 mutation, alongside validation cohort and translational biomarker.",2024,TNBC immunotherapy,core,"Immunotherapy programs in triple-negative disease: study 81 [SEP] This study examines triple-negative disease through stromal exclusion, checkpoint biomarker, and combination immunotherapy. It also discusses links to CDK4/6 adaptation and ESR1 mutation, alongside validation cohort and translational biomarker."
breast-cancer-02-0260,Endocrine resistance strategy for selective estrogen degraders: study 260,"This study examines selective estrogen degraders through ER pathway, CDK4/6 adaptation, and hormone signaling. It also discusses links to minimal residual disease and longitudinal surveillance, alongside real-world evidence and portfolio review.",2022,Endocrine resistance,core,"Endocrine resistance strategy for selective estrogen degraders: study 260 [SEP] This study examines selective estrogen degraders through ER pathway, CDK4/6 adaptation, and hormone signaling. It also discusses links to minimal residual disease and longitudinal surveillance, alongside real-world evidence and portfolio review."
