record_id,title,abstract,year,seed_theme,record_type,text_for_embedding,original_cluster_id,cluster,probability,cluster_display,cluster_theme,pc1_plot,pc2_plot,pc1_cluster,pc2_cluster,pc3_cluster,pc4_cluster
cancer-immunotherapy-02-0228,Spatial and single-cell profiling of tumor microenvironment: study 228,"This study examines tumor microenvironment through myeloid state, immune contexture, and stromal barrier. It also discusses links to interferon signaling and immune exclusion, alongside clinical development and portfolio review.",2020,Microenvironment profiling,core,"Spatial and single-cell profiling of tumor microenvironment: study 228 [SEP] This study examines tumor microenvironment through myeloid state, immune contexture, and stromal barrier. It also discusses links to interferon signaling and immune exclusion, alongside clinical development and portfolio review.",9,10,0.9844963924308529,Cluster 10,Microenvironment profiling,-0.014468252819541743,-0.21387749868802466,-0.014468252819541743,-0.21387749868802466,0.2505609256635848,-0.06012962815756239
cancer-immunotherapy-04-0084,Management of immune-related endocrinopathies: study 84,"This study examines endocrinopathies through rechallenge strategy, toxicity grading, and safety monitoring. It also discusses links to priming effect and treatment sequence, alongside mechanism of resistance and patient stratification.",2022,Toxicity management,core,"Management of immune-related endocrinopathies: study 84 [SEP] This study examines endocrinopathies through rechallenge strategy, toxicity grading, and safety monitoring. It also discusses links to priming effect and treatment sequence, alongside mechanism of resistance and patient stratification.",13,14,0.9761276798282593,Cluster 14,Toxicity management,-0.21090889457271927,-0.006119576466913055,-0.21090889457271927,-0.006119576466913055,-0.16353471669193184,-0.011120296424593818
cancer-immunotherapy-04-0048,Management of immune-related endocrinopathies: study 48,"This study examines endocrinopathies through clinical triage, rechallenge strategy, and toxicity grading. It also discusses links to synergy signal and treatment sequence, alongside early-phase trial and clinical development.",2022,Toxicity management,core,"Management of immune-related endocrinopathies: study 48 [SEP] This study examines endocrinopathies through clinical triage, rechallenge strategy, and toxicity grading. It also discusses links to synergy signal and treatment sequence, alongside early-phase trial and clinical development.",13,14,0.9725438347559937,Cluster 14,Toxicity management,-0.19392700948004435,4.219797381727938e-05,-0.19392700948004435,4.219797381727938e-05,-0.15177279679510464,-0.015498691509710347
cancer-immunotherapy-x-0426,Integrated analysis of macrophage barriers with neoantigen vaccination: study 426,"This paper links single-cell profiling and tissue architecture to treatment sequence and synergy signal. The framing emphasizes real-world evidence, clinical development, and mechanism of resistance across mixed translational contexts.",2025,Microenvironment profiling + Combination strategy,crossover,"Integrated analysis of macrophage barriers with neoantigen vaccination: study 426 [SEP] This paper links single-cell profiling and tissue architecture to treatment sequence and synergy signal. The framing emphasizes real-world evidence, clinical development, and mechanism of resistance across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: Microenvironment profiling x Combination strategy,0.004890203675419324,0.30681658655279587,0.004890203675419324,0.30681658655279587,0.2639399104986518,0.18370228468030197
cancer-immunotherapy-01-0015,Biomarker mapping for interferon-gamma signatures: study 15,"This study examines interferon-gamma signatures through interferon signaling, predictive assay, and response stratification. It also discusses links to immune-related adverse event and safety monitoring, alongside patient stratification and portfolio review.",2022,Checkpoint biomarkers,core,"Biomarker mapping for interferon-gamma signatures: study 15 [SEP] This study examines interferon-gamma signatures through interferon signaling, predictive assay, and response stratification. It also discusses links to immune-related adverse event and safety monitoring, alongside patient stratification and portfolio review.",18,19,0.9786776594763892,Cluster 19,Checkpoint biomarkers,-0.024755859183912945,0.07616637233845747,-0.024755859183912945,0.07616637233845747,-0.14702260506881148,-0.3527380444070163
cancer-immunotherapy-r-0068,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming","This review connects checkpoint blockade, stromal barrier, combination regimen, and immune-related adverse event. It frames the field around dose optimization, translational biomarker, early-phase trial, and portfolio review.",2023,review-like mixed corpus,review,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming [SEP] This review connects checkpoint blockade, stromal barrier, combination regimen, and immune-related adverse event. It frames the field around dose optimization, translational biomarker, early-phase trial, and portfolio review.",2,3,0.9882371447299368,Cluster 3,Review hub: T-cell exhaustion x immune niches,0.3288842460410756,-0.055326630865514384,0.3288842460410756,-0.055326630865514384,-0.10877425346902816,0.04272210363022077
cancer-immunotherapy-04-0101,Management of immune-related colitis: study 101,"This study examines colitis through rechallenge strategy, steroid management, and safety monitoring. It also discusses links to stromal barrier and myeloid state, alongside clinical development and translational biomarker.",2021,Toxicity management,core,"Management of immune-related colitis: study 101 [SEP] This study examines colitis through rechallenge strategy, steroid management, and safety monitoring. It also discusses links to stromal barrier and myeloid state, alongside clinical development and translational biomarker.",13,14,1.0,Cluster 14,Toxicity management,-0.21915660827968603,-0.011093022893554492,-0.21915660827968603,-0.011093022893554492,-0.08173962866547825,-0.06484671053478681
cancer-immunotherapy-03-0091,Combination immunotherapy strategy in neoantigen vaccination: study 91,"This study examines neoantigen vaccination through combination regimen, treatment sequence, and synergy signal. It also discusses links to clinical triage and rechallenge strategy, alongside clinical development and dose optimization.",2022,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 91 [SEP] This study examines neoantigen vaccination through combination regimen, treatment sequence, and synergy signal. It also discusses links to clinical triage and rechallenge strategy, alongside clinical development and dose optimization.",10,11,0.9968041348137183,Cluster 11,Combination strategy,-0.11585046746141293,0.0666494258524384,-0.11585046746141293,0.0666494258524384,-0.12470634126867124,0.32586729678308857
cancer-immunotherapy-x-0112,Integrated analysis of endocrinopathies with interferon-gamma signatures: study 112,"This paper links safety monitoring and toxicity grading to immune exclusion and predictive assay. The framing emphasizes patient stratification, real-world evidence, and clinical development across mixed translational contexts.",2023,Toxicity management + Checkpoint biomarkers,crossover,"Integrated analysis of endocrinopathies with interferon-gamma signatures: study 112 [SEP] This paper links safety monitoring and toxicity grading to immune exclusion and predictive assay. The framing emphasizes patient stratification, real-world evidence, and clinical development across mixed translational contexts.",20,21,0.9945317294571231,Cluster 21,Bridge: Toxicity management x Checkpoint biomarkers,-0.021559901983853498,0.381866154546863,-0.021559901983853498,0.381866154546863,0.05365437861435309,-0.16893516307962755
cancer-immunotherapy-01-0204,Biomarker mapping for T-cell exhaustion: study 204,"This study examines T-cell exhaustion through selection biomarker, interferon signaling, and response stratification. It also discusses links to immune-related adverse event and safety monitoring, alongside mechanism of resistance and validation cohort.",2025,Checkpoint biomarkers,core,"Biomarker mapping for T-cell exhaustion: study 204 [SEP] This study examines T-cell exhaustion through selection biomarker, interferon signaling, and response stratification. It also discusses links to immune-related adverse event and safety monitoring, alongside mechanism of resistance and validation cohort.",1,2,0.9629996529977961,Cluster 2,Checkpoint biomarkers,-0.08253228213433858,-0.05923493355499172,-0.08253228213433858,-0.05923493355499172,-0.08032527160869683,-0.2123133094512815
